ATM_ID,ds,Transaction_Amount,yhat,yhat_lower,yhat_upper,is_forecast
ATM_1,2023-11-30,428.75,169.05,12.661528361581661,327.49276285259725,False
ATM_1,2023-12-01,96.72,133.85,-23.516627774170356,294.4147904676069,False
ATM_1,2023-12-03,283.04,136.15,-18.04892105539542,291.3707321063246,False
ATM_1,2023-12-04,16.9,212.87,57.225201155032146,366.85950143049365,False
ATM_1,2023-12-05,111.84,209.59,63.45675062506532,370.89620301703616,False
ATM_1,2023-12-06,245.45,109.98,-44.9034491881846,279.0328793994006,False
ATM_1,2023-12-07,37.89,164.16,10.40112931028376,321.20326145950025,False
ATM_1,2023-12-09,379.82000000000005,176.71,17.860218858039584,338.14679793227197,False
ATM_1,2023-12-10,243.95,195.77,24.822927885170767,355.39985065108914,False
ATM_1,2023-12-11,247.2,254.29,105.49653912205702,413.76827602410464,False
ATM_1,2023-12-12,420.94,205.9,48.79989561303692,339.1499041626675,False
ATM_1,2023-12-14,225.64,220.11,59.39963676305314,387.2379581724514,False
ATM_1,2023-12-16,156.55,147.41,-7.819457790392892,294.9045066604686,False
ATM_1,2023-12-18,295.82,245.94,79.51933310159998,403.8547876033467,False
ATM_1,2023-12-19,307.1,216.15,58.79505452073952,361.6729864684118,False
ATM_1,2023-12-20,492.82,251.52,102.13934017612843,406.92866658379586,False
ATM_1,2023-12-26,43.08,116.51,-54.99375483889182,286.40013893992324,False
ATM_1,2023-12-27,233.76999999999998,194.65,38.50698944840732,354.54092404385955,False
ATM_1,2023-12-28,159.95,195.26,30.48964807771646,348.3184762750834,False
ATM_1,2023-12-29,106.18,176.35,19.403420908682406,336.6980156423239,False
ATM_1,2023-12-31,205.61,131.61,-26.311020468711334,281.7255209698787,False
ATM_1,2024-01-01,83.31,119.8,-31.47912275767106,279.63759522813893,False
ATM_1,2024-01-03,179.48,220.66,61.806801979004945,368.2096110767688,False
ATM_1,2024-01-05,483.94000000000005,447.34,301.50919995689173,592.2383448939221,False
ATM_1,2024-01-06,162.07000000000002,204.34,49.52662781810324,346.8142739629355,False
ATM_1,2024-01-07,78.59,245.29,82.52555062899525,403.88876479628294,False
ATM_1,2024-01-08,434.27,289.15,142.71142399353113,434.51843140907215,False
ATM_1,2024-01-09,340.67,213.23,55.64404053499559,357.1145956134893,False
ATM_1,2024-01-14,206.01,200.88,54.294865423469155,367.0347834701286,False
ATM_1,2024-01-15,424.71,189.58,34.596312047168155,347.88303799388075,False
ATM_1,2024-01-17,469.39,237.67,74.45735401674384,389.31097516200333,False
ATM_1,2024-01-20,175.07,343.8,175.55017560910173,504.04986658993397,False
ATM_1,2024-01-21,231.56,324.44,169.86384465772167,482.1038307679606,False
ATM_1,2024-01-24,212.54,250.69,89.97851977313915,403.7108218490061,False
ATM_1,2024-01-28,263.68,244.99,91.5318324217992,406.5385820536115,False
ATM_1,2024-01-29,228.67000000000002,246.15,81.31988833686881,415.2188859407163,False
ATM_1,2024-01-30,116.09,122.57,-43.8646373198106,280.7114175192392,False
ATM_1,2024-01-31,236.49,96.28,-71.50974597039684,253.37062633785843,False
ATM_1,2024-02-03,66.02,173.9,19.934585818217936,333.9482251935424,False
ATM_1,2024-02-04,379.97,264.95,113.48508240157874,423.89886379403146,False
ATM_1,2024-02-05,656.8199999999999,391.26,214.53341992255807,545.8758517586031,False
ATM_1,2024-02-07,260.79,252.03,88.92439175337802,405.9780564428837,False
ATM_1,2024-02-08,43.82,267.05,105.71394184075196,423.8841459688313,False
ATM_1,2024-02-10,273.59,263.41,113.13924409868156,426.6235224413096,False
ATM_1,2024-02-12,205.49,315.82,150.2015374446185,473.01795955418464,False
ATM_1,2024-02-16,232.21,161.66,-4.333187398283596,315.311122819345,False
ATM_1,2024-02-17,231.68,200.05,51.966140940437754,354.01242771820125,False
ATM_1,2024-02-18,49.36,255.39,107.22935040182308,404.7178988611356,False
ATM_1,2024-02-20,151.61,232.34,77.64161091758774,395.24033831216065,False
ATM_1,2024-02-22,217.95,188.25,28.06808999912189,338.68448515382073,False
ATM_1,2024-02-24,123.55000000000001,200.06,46.1268439239477,355.7965794025195,False
ATM_1,2024-02-25,408.55,233.31,72.71040434151143,397.44413889417956,False
ATM_1,2024-02-26,330.04,322.16,172.30404550134654,483.96126626176255,False
ATM_1,2024-02-27,544.0,273.94,120.20397112096066,436.838932203366,False
ATM_1,2024-02-28,102.36,252.79,95.31005122317131,397.9277146900426,False
ATM_1,2024-03-01,193.72000000000003,181.42,18.777603275109364,333.7184407425491,False
ATM_1,2024-03-03,24.29,153.05,-5.257144962564622,310.0120444088373,False
ATM_1,2024-03-04,48.18,211.35,60.01119492213562,375.64357599189447,False
ATM_1,2024-03-05,195.05,196.25,40.589647983355555,356.95422417697773,False
ATM_1,2024-03-06,100.46,96.16,-59.3862048883168,253.29875674980897,False
ATM_1,2024-03-07,234.32,162.61,18.064535896525253,318.44547140975766,False
ATM_1,2024-03-08,133.2,180.65,24.682661292157174,336.1554919390266,False
ATM_1,2024-03-10,356.53,213.26,56.25753278399225,381.6980471639671,False
ATM_1,2024-03-11,150.83,268.16,104.69415371371416,422.74041631679455,False
ATM_1,2024-03-12,338.5,220.06,63.239655782767706,375.5932372222137,False
ATM_1,2024-03-13,107.65,260.08,109.65500631084792,418.3092813885865,False
ATM_1,2024-03-14,275.94,254.57,100.372585060817,415.94094239071393,False
ATM_1,2024-03-17,83.14,177.79,13.034398023714717,350.884051924751,False
ATM_1,2024-03-18,302.6,244.97,89.39135317928283,399.2147026677378,False
ATM_1,2024-03-19,326.45000000000005,218.14,60.810436173099,363.5081376523572,False
ATM_1,2024-03-20,106.73,271.65,118.79602503569609,426.9920559309246,False
ATM_1,2024-03-21,81.02,263.22,101.30856134593084,416.04084193804175,False
ATM_1,2024-03-22,174.36,195.2,43.916908727067764,349.1140552011831,False
ATM_1,2024-03-23,246.95,138.85,-23.748978524450152,293.6298354463853,False
ATM_1,2024-03-30,98.17,195.06,56.29992691461001,345.1859889281846,False
ATM_1,2024-03-31,160.32,175.65,27.82587757644043,321.2554402142919,False
ATM_1,2024-04-01,419.78,213.75,52.792559878325115,369.5856191044215,False
ATM_1,2024-04-05,168.51,305.92,154.70031787594723,456.79790070165006,False
ATM_1,2024-04-07,467.33,233.4,73.69725050806223,397.37512262089075,False
ATM_1,2024-04-09,152.22,215.63,48.88947557556875,379.8239535692379,False
ATM_1,2024-04-10,57.79,235.68,90.78341441049038,397.52154920534855,False
ATM_1,2024-04-11,198.54,241.5,87.73995903886511,395.6418374279538,False
ATM_1,2024-04-12,102.2,227.74,74.09749726801793,398.6149713615658,False
ATM_1,2024-04-13,203.76999999999998,224.72,64.50009085061576,377.85666089792466,False
ATM_1,2024-04-14,285.89,215.8,64.87600882275711,371.1394989229549,False
ATM_1,2024-04-15,122.28,199.11,51.93177438610377,351.44068656906614,False
ATM_1,2024-04-16,183.91,157.51,3.1389018095285635,299.8208733964725,False
ATM_1,2024-04-17,96.91,214.24,62.677250750659454,375.74409632783073,False
ATM_1,2024-04-18,406.51,277.31,123.03634224102503,426.121747924557,False
ATM_1,2024-04-19,388.83,318.35,171.23214677015537,485.6868226673912,False
ATM_1,2024-04-21,619.69,348.0,182.8313993691679,504.5857493204299,False
ATM_1,2024-04-24,171.58,246.48,82.75722195686075,400.15138459803677,False
ATM_1,2024-04-25,164.53,234.42,82.57174344625113,397.1713683649091,False
ATM_1,2024-04-28,384.61,255.26,90.00258061165884,408.17231165786455,False
ATM_1,2024-04-30,46.91,92.97,-61.01227718668919,249.49878570168846,False
ATM_1,2024-05-02,164.82999999999998,154.93,4.660771652611744,308.7659724117784,False
ATM_1,2024-05-03,270.49,122.03,-37.47872582528687,276.88749925427555,False
ATM_1,2024-05-06,247.88,162.99,-2.332622465508339,324.0068269538118,False
ATM_1,2024-05-10,70.84,257.41,91.97280865485347,412.6764185349814,False
ATM_1,2024-05-11,556.9,264.64,104.20984243238479,418.8772722814805,False
ATM_1,2024-05-13,540.38,329.14,180.99618291497464,489.9796728848886,False
ATM_1,2024-05-14,348.38,239.04,80.38010491391228,400.0130468501267,False
ATM_1,2024-05-17,32.63,156.71,2.734424393473467,308.2841514205436,False
ATM_1,2024-05-18,256.65,182.43,33.51618396365395,342.6112024806052,False
ATM_1,2024-05-21,198.56,254.1,107.14713937805351,415.425986009222,False
ATM_1,2024-05-24,91.05,171.59,26.06195418825287,324.1348339378591,False
ATM_1,2024-05-25,230.54,157.36,0.9156010293348853,306.5655088073536,False
ATM_1,2024-05-27,568.98,312.79,152.2356829033083,471.16206699742327,False
ATM_1,2024-05-29,187.95999999999998,274.35,126.10173292299274,424.8691366307243,False
ATM_1,2024-06-01,157.52,147.45,-7.2645550678186055,300.94381726466395,False
ATM_1,2024-06-02,16.01,152.95,-3.6975603314620695,310.7014371094637,False
ATM_1,2024-06-04,287.38,159.18,1.8914419024043059,316.54312270567726,False
ATM_1,2024-06-05,415.78,252.63,89.20062122200514,396.92558787195406,False
ATM_1,2024-06-06,210.59,126.39,-30.52879082722093,292.6693039385132,False
ATM_1,2024-06-07,248.59,158.6,-5.473949149497258,315.9365605713689,False
ATM_1,2024-06-09,208.11,205.14,47.92928302453098,370.03090916169464,False
ATM_1,2024-06-10,154.05,256.63,107.44599340549833,414.8366311914804,False
ATM_1,2024-06-11,125.63,205.27,58.650882974135044,364.5618512455521,False
ATM_1,2024-06-13,83.43,257.15,86.35208365378928,413.80937598171363,False
ATM_1,2024-06-14,488.93,214.54,59.52742196526264,375.10039070792055,False
ATM_1,2024-06-15,76.48,146.23,-10.958517770930579,309.9547240063332,False
ATM_1,2024-06-17,165.25,220.67,61.999508667391524,389.7169615787541,False
ATM_1,2024-06-18,215.09,188.46,34.24714032382808,342.2721909925299,False
ATM_1,2024-06-19,53.56,254.22,106.24701748332747,406.4089547917277,False
ATM_1,2024-06-20,417.98,266.69,112.31872344007942,415.7783973907498,False
ATM_1,2024-06-22,175.69,158.38,19.266258802785547,324.7822231857756,False
ATM_1,2024-06-23,68.21,122.13,-40.5700546380176,273.0440084576409,False
ATM_1,2024-06-24,192.45000000000002,153.45,-1.071393207029569,314.78729258736706,False
ATM_1,2024-06-27,60.54,224.66,72.21927990296547,373.7075099239654,False
ATM_1,2024-06-29,181.05,204.71,51.48998056317567,363.3150524285504,False
ATM_1,2024-06-30,189.43,192.74,40.48182220682745,339.9616033094666,False
ATM_1,2024-07-02,26.86,172.61,14.858671065032519,329.5889380215028,False
ATM_1,2024-07-03,398.02,196.34,48.84530218808396,354.4872890936644,False
ATM_1,2024-07-04,319.42999999999995,230.51,72.23839298576455,381.7033359702077,False
ATM_1,2024-07-05,131.91,271.11,114.15274527516894,437.0927521606433,False
ATM_1,2024-07-06,28.44,142.65,-13.749121231346567,294.8609345389963,False
ATM_1,2024-07-08,230.71,285.57,135.27966249123762,452.8169666568776,False
ATM_1,2024-07-10,442.73,236.54,80.44933334502787,391.3435518923783,False
ATM_1,2024-07-11,179.27,237.38,86.92224891020024,401.6928474525847,False
ATM_1,2024-07-13,355.04999999999995,228.14,63.55901196278323,371.92216790437277,False
ATM_1,2024-07-14,63.19,228.62,66.89917992002795,384.9721340490624,False
ATM_1,2024-07-15,63.66,212.96,51.585615997301105,376.0869470884697,False
ATM_1,2024-07-17,103.68,197.9,33.35644525744594,360.2907171153809,False
ATM_1,2024-07-20,508.63,344.47,188.65408236414754,493.55529917359894,False
ATM_1,2024-07-24,229.06,251.28,95.64189642660067,404.67789460821393,False
ATM_1,2024-07-25,166.4,222.44,62.28003149275803,381.4774452111588,False
ATM_1,2024-07-28,217.06,257.5,100.54382481272545,407.19987873934014,False
ATM_1,2024-07-29,620.96,288.19,126.4099450808203,432.7122186299129,False
ATM_1,2024-07-30,51.03,178.47,21.216120836129946,333.10191396633127,False
ATM_1,2024-07-31,99.28,150.21,-6.856920541303804,299.45142909619216,False
ATM_1,2024-08-02,41.12,118.23,-44.11062841096039,271.7280323417923,False
ATM_1,2024-08-04,210.75,192.12,45.30568388800217,360.5370244027781,False
ATM_1,2024-08-07,15.74,225.34,71.36710737417607,377.41562112203,False
ATM_1,2024-08-08,182.45,261.72,105.89599492909052,429.9925161495642,False
ATM_1,2024-08-09,274.45,250.41,88.95053059283458,401.79960250499107,False
ATM_1,2024-08-11,105.7,274.63,114.5850742398172,433.3307652915114,False
ATM_1,2024-08-12,398.39,324.38,177.24430977720613,481.04221900706796,False
ATM_1,2024-08-14,358.82000000000005,238.61,84.66629176931663,390.59449698059194,False
ATM_1,2024-08-15,202.11,163.43,13.222175672781757,330.38663724431603,False
ATM_1,2024-08-17,17.48,156.27,-3.0425218109830383,311.56122425715034,False
ATM_1,2024-08-20,143.55,253.58,101.94438773418936,414.43805899969226,False
ATM_1,2024-08-22,358.15,229.19,70.40948759151968,385.8286547329036,False
ATM_1,2024-08-23,222.64999999999998,174.3,20.193023073758358,331.79663655732065,False
ATM_1,2024-08-24,228.52,172.96,13.904759483449162,326.761503350675,False
ATM_1,2024-08-26,207.52,285.44,125.26057528731039,441.3131743955546,False
ATM_1,2024-08-27,185.52,263.03,105.63385982581612,415.6256288309833,False
ATM_1,2024-08-28,214.05,275.41,126.1242065695006,427.0534289020671,False
ATM_1,2024-08-31,58.52,133.71,-16.057650004652572,301.92646154795614,False
ATM_1,2024-09-01,181.9,127.85,-19.333078966047765,275.3685687195677,False
ATM_1,2024-09-03,45.96,128.49,-27.719702071771223,271.6260738756522,False
ATM_1,2024-09-04,346.61,211.06,56.10165777814881,381.1248619309142,False
ATM_1,2024-09-05,146.67,287.58,136.920087063783,437.2730789955184,False
ATM_1,2024-09-06,75.48,128.43,-13.683219478848654,292.0053696289768,False
ATM_1,2024-09-07,246.81,169.05,12.446231684005006,331.51659369512777,False
ATM_1,2024-09-09,85.69,247.15,82.68548063081563,400.30219389471546,False
ATM_1,2024-09-10,25.12,190.57,31.346939398441567,343.2717461542118,False
ATM_1,2024-09-11,335.01,238.37,93.98087714862723,393.6656906535414,False
ATM_1,2024-09-12,263.98,253.75,112.37532611608732,398.3991405654695,False
ATM_1,2024-09-13,203.49,221.94,68.85057471411814,361.5256970050587,False
ATM_1,2024-09-14,198.43,190.03,31.54176892957903,346.99658741803654,False
ATM_1,2024-09-15,73.58,134.24,-12.559135975080506,281.24306660608954,False
ATM_1,2024-09-16,192.46,203.31,52.46124612820177,363.55202659217986,False
ATM_1,2024-09-18,120.48,228.41,64.34656058638289,374.0338242745648,False
ATM_1,2024-09-20,245.58999999999997,226.61,64.65649644706625,379.0166416274448,False
ATM_1,2024-09-21,130.43,179.71,29.889064694741705,350.8229754764062,False
ATM_1,2024-09-22,241.84,135.6,-17.337145115824246,293.2604483862776,False
ATM_1,2024-09-23,216.93,148.24,-8.48718521959793,306.68916004436807,False
ATM_1,2024-09-24,121.24,90.3,-61.331717748456995,247.51997758512815,False
ATM_1,2024-09-27,351.1,223.95,67.41568958061644,385.5772802328932,False
ATM_1,2024-09-28,256.09000000000003,207.89,45.05858776333682,360.7833527478615,False
ATM_1,2024-09-30,49.04,218.83,66.98493727624374,364.51726072235834,False
ATM_1,2024-10-02,277.22,244.99,84.5964800129812,403.4077014257282,False
ATM_1,2024-10-03,207.27,207.27,54.36908437123753,375.5158390089324,True
ATM_1,2024-10-04,232.82,232.82,72.1403935864774,392.13993405135665,True
ATM_1,2024-10-05,302.93,302.93,146.92329910377728,451.46509208835033,True
ATM_1,2024-10-06,178.9,178.9,29.739473632585113,331.145080971464,True
ATM_1,2024-10-07,267.56,267.56,120.04779945886942,427.8159452411262,True
ATM_1,2024-10-08,211.05,211.05,40.64213024344862,365.5230328873386,True
ATM_1,2024-10-09,232.58,232.58,77.45021351816469,394.13799571261507,True
ATM_1,2024-10-10,228.8,228.8,69.81231359545126,385.6151121555323,True
ATM_1,2024-10-11,211.11,211.11,57.76295601226352,368.89258152789915,True
ATM_1,2024-10-12,220.05,220.05,59.6643731622177,388.73185316358206,True
ATM_1,2024-10-13,230.52,230.52,60.163587255907146,380.1543089963139,True
ATM_1,2024-10-14,255.72,255.72,95.76707904639801,410.1183927504159,True
ATM_1,2024-10-15,126.88,126.88,-34.447600023948176,264.78056849725954,True
ATM_1,2024-10-16,183.97,183.97,18.90980838490672,336.8700048129728,True
ATM_1,2024-10-17,218.33,218.33,57.39882190820423,374.5999836246408,True
ATM_1,2024-10-18,258.55,258.55,112.55041223582127,417.07167477183907,True
ATM_1,2024-10-19,321.7,321.7,161.75345500135347,471.51515778594444,True
ATM_1,2024-10-20,364.55,364.55,204.6013391569078,516.7809558246573,True
ATM_1,2024-10-21,393.53,393.53,241.72164118801356,558.3435574287024,True
ATM_1,2024-10-22,276.96,276.96,118.86612552438383,429.0093984184729,True
ATM_1,2024-10-23,259.04,259.04,106.00272074105004,410.7678610403197,True
ATM_1,2024-10-24,243.93,243.93,83.72976162664146,400.9495134688793,True
ATM_1,2024-10-25,205.45,205.45,48.074844049934555,356.8762258521531,True
ATM_1,2024-10-26,239.78,239.78,78.89630466281419,390.4387446499585,True
ATM_1,2024-10-27,279.7,279.7,134.4665394384282,428.14873630292476,True
ATM_1,2024-10-28,292.35,292.35,134.35403057887814,459.8124638582636,True
ATM_1,2024-10-29,195.03,195.03,46.656687095319334,348.6227992581071,True
ATM_1,2024-10-30,173.12,173.12,12.042396401486553,332.73302585532707,True
ATM_1,2024-10-31,119.31,119.31,-49.430558681687735,275.72602071750725,True
ATM_1,2024-11-01,89.37,89.37,-80.22061526433086,253.90501863472946,True
ATM_1,2024-11-02,113.01,113.01,-32.75147916784391,271.92325675009164,True
ATM_1,2024-11-03,157.34,157.34,6.912516161039693,313.22914477564717,True
ATM_1,2024-11-04,272.81,272.81,112.0142624356431,418.2336680934975,True
ATM_1,2024-11-05,291.84,291.84,137.7018038834289,453.12138013871487,True
ATM_1,2024-11-06,193.42,193.42,29.872309197347562,341.81798629058517,True
ATM_1,2024-11-07,245.61,245.61,89.19343616946398,388.8935060911542,True
ATM_1,2024-11-08,242.71,242.71,86.82529864306649,398.4801255053428,True
ATM_1,2024-11-09,246.61,246.61,98.27746237583864,407.9363240865231,True
ATM_1,2024-11-10,263.28,263.28,110.41403730079729,424.0656142005288,True
ATM_1,2024-11-11,315.49,315.49,158.3978252904821,479.9739919428285,True
ATM_1,2024-11-12,244.21,244.21,97.07287858175803,401.9539174298004,True
ATM_1,2024-11-13,249.32,249.32,94.59618175717455,408.25691557666903,True
ATM_1,2024-11-14,209.99,209.99,63.37205636179389,371.7529268670823,True
ATM_1,2024-11-15,113.72,113.72,-47.137721764653925,274.1421462397633,True
ATM_1,2024-11-16,137.44,137.44,-18.592523450853903,295.8682060634928,True
ATM_1,2024-11-17,177.27,177.27,21.948861767077343,333.6208904953003,True
ATM_1,2024-11-18,271.89,271.89,109.18239417466835,424.8647456557746,True
ATM_1,2024-11-19,241.84,241.84,83.6112921094335,391.0802884517648,True
ATM_1,2024-11-20,274.95,274.95,121.83048454030578,436.34812246196896,True
ATM_1,2024-11-21,247.68,247.68,100.87953113060497,396.83448926627125,True
ATM_1,2024-11-22,185.27,185.27,32.887359875836395,344.1053455762999,True
ATM_1,2024-11-23,165.75,165.75,20.009063238475107,330.14286138038915,True
ATM_1,2024-11-24,195.7,195.7,38.40889150098715,354.2156074509351,True
ATM_1,2024-11-25,255.51,255.51,108.66676661599553,412.08888995776783,True
ATM_1,2024-11-26,239.48,239.48,84.64584380740295,398.32395641320943,True
ATM_1,2024-11-27,302.39,302.39,153.2352792717541,473.58732210337973,True
ATM_1,2024-11-28,270.87,270.87,128.618854201649,444.9823955194515,True
ATM_1,2024-11-29,214.51,214.51,56.98241304540307,372.04326769052335,True
ATM_1,2024-11-30,157.32,157.32,-3.009857654230152,312.92805767249166,True
ATM_1,2024-12-01,150.76,150.76,5.171554872493106,313.3361381591018,True
ATM_10,2023-10-04,86.67,156.48,9.540079099495996,319.1017405090316,False
ATM_10,2023-10-05,206.09,149.2,3.0299907817311063,312.57115665924726,False
ATM_10,2023-10-07,288.59,212.58,51.970252704289955,361.58235271705934,False
ATM_10,2023-10-08,357.59,186.97,30.783682088757406,347.36740564700284,False
ATM_10,2023-10-10,41.88,169.21,12.146898976050956,342.88567975328357,False
ATM_10,2023-10-11,201.38,177.63,21.211237131274764,326.5999393684219,False
ATM_10,2023-10-12,126.64,165.72,15.222540990088557,318.40354818478954,False
ATM_10,2023-10-15,313.70000000000005,167.81,5.585407086896093,323.5435498869687,False
ATM_10,2023-10-16,263.81,220.84,53.031048458912274,393.58284418296245,False
ATM_10,2023-10-18,360.45,277.62,125.84073530415496,446.83926435908637,False
ATM_10,2023-10-20,152.49,269.12,113.44900251277056,425.9466962555799,False
ATM_10,2023-10-21,374.73,292.75,144.09883254520653,446.14716203186293,False
ATM_10,2023-10-22,128.35,197.89,41.33444637558618,348.8165887702977,False
ATM_10,2023-10-23,108.09,174.76,25.173423743628053,324.3864663806111,False
ATM_10,2023-10-24,278.36,142.12,-9.420376967249254,298.0364167330855,False
ATM_10,2023-10-25,135.16,200.85,40.34480055367637,352.5301441006848,False
ATM_10,2023-10-27,47.85,218.27,61.886364677634205,371.44864981152006,False
ATM_10,2023-10-29,174.06,191.72,44.84549775828087,339.31114067550425,False
ATM_10,2023-10-30,361.01,212.38,59.46494729071071,369.7457723609809,False
ATM_10,2023-10-31,207.97,215.92,52.080609643485936,374.13255388420583,False
ATM_10,2023-11-01,154.03,197.02,43.677351725451366,350.897546403694,False
ATM_10,2023-11-02,267.46,234.3,62.05414805267333,389.2007861271298,False
ATM_10,2023-11-03,416.74,202.1,42.48106853400464,351.1693832470832,False
ATM_10,2023-11-04,54.08,240.64,80.90460074321962,388.314651124067,False
ATM_10,2023-11-05,169.54,190.57,30.66614862098351,338.4216440249387,False
ATM_10,2023-11-07,302.29,246.58,95.77250174504775,407.75891155781125,False
ATM_10,2023-11-10,555.27,224.64,59.19233464422168,375.6320009262097,False
ATM_10,2023-11-11,565.84,230.61,69.99401055399493,381.9599911300654,False
ATM_10,2023-11-13,179.77,157.58,3.124411632289607,316.8209206332067,False
ATM_10,2023-11-15,33.1,168.09,19.93051723386971,326.31708393371787,False
ATM_10,2023-11-16,67.79,195.13,40.08171691940086,355.7321217917115,False
ATM_10,2023-11-17,282.95,174.12,23.845476564232943,322.89037181402813,False
ATM_10,2023-11-18,203.73,233.16,80.2541926761204,382.03452872313517,False
ATM_10,2023-11-19,349.78999999999996,185.8,28.03849854096602,351.588881384908,False
ATM_10,2023-11-20,110.5,190.06,34.03393371911852,347.63232905507925,False
ATM_10,2023-11-21,86.89,144.69,-14.490698755886328,306.93995646255297,False
ATM_10,2023-11-23,319.47,148.99,-11.85118523411273,308.2780816021253,False
ATM_10,2023-11-24,52.61,138.61,-13.624291298280026,295.86704474085553,False
ATM_10,2023-11-25,58.86,231.47,73.73284777245719,388.1653120272413,False
ATM_10,2023-11-27,223.05,242.83,85.42111186270519,408.92259248285154,False
ATM_10,2023-11-28,195.95,207.14,43.32430782509341,347.0958345192943,False
ATM_10,2023-11-29,214.08,244.5,90.99467055126152,401.7494938521607,False
ATM_10,2023-12-03,47.19,180.61,18.46360507917015,336.93666943318806,False
ATM_10,2023-12-04,289.24,169.62,6.8772388059404905,332.6069685192438,False
ATM_10,2023-12-05,143.87,131.82,-29.17375351814659,287.6586074559815,False
ATM_10,2023-12-06,199.2,179.22,19.612832915170923,342.7588855241315,False
ATM_10,2023-12-10,172.0,192.05,28.999131819036982,355.4506977345121,False
ATM_10,2023-12-12,74.7,140.42,-10.71994757017122,293.83714572589287,False
ATM_10,2023-12-13,241.66,182.8,21.47190912722627,331.8996073619589,False
ATM_10,2023-12-14,375.47,210.52,63.87559339457013,376.19640648340976,False
ATM_10,2023-12-15,54.65,190.7,37.01492333413263,348.8724381174727,False
ATM_10,2023-12-17,101.16,239.14,83.03961365890686,393.3243755959106,False
ATM_10,2023-12-18,241.21,268.26,107.5370709752302,423.41544488692614,False
ATM_10,2023-12-20,139.56,292.44,131.51130405599886,443.8314579443875,False
ATM_10,2023-12-21,224.01999999999998,270.96,116.73979250731054,428.3058424674458,False
ATM_10,2023-12-25,244.26999999999998,178.52,23.65121885018899,336.7273902164707,False
ATM_10,2023-12-26,159.17,178.87,19.165562873482198,340.8045435221799,False
ATM_10,2023-12-27,247.87,229.54,75.0785993852728,395.64204929474243,False
ATM_10,2023-12-28,27.07,215.89,61.245484138132404,379.82445257274225,False
ATM_10,2023-12-29,214.01,179.74,8.558448279882247,329.17049495063026,False
ATM_10,2023-12-30,115.97,228.91,78.70396159069062,385.46166200799155,False
ATM_10,2023-12-31,34.81,190.7,35.86451181776765,349.83669277396535,False
ATM_10,2024-01-02,207.95,161.2,-5.8944591537655,313.10938043487505,False
ATM_10,2024-01-03,71.97,184.26,37.34397595299948,347.80025920974987,False
ATM_10,2024-01-04,128.75,171.53,23.048849047724925,342.39037983814455,False
ATM_10,2024-01-06,168.07999999999998,214.02,57.60604748265958,369.814943516478,False
ATM_10,2024-01-09,241.38,199.07,44.121886126743746,353.9817285692068,False
ATM_10,2024-01-10,418.38,210.1,51.39125980140925,366.06955367975974,False
